KPI_Metric_Id,Task_ID,Resource_IDs,Durations_Resource_IDs,Task_Weight
275,232,"[1, 48]","[7.5, 36.0]",0.00011153340984543716
275,233,"[6, 8, 21, 33, 50]","[68.0, 5.5, 9.25, 39.75, 8.5]",0.3109801964020978
275,234,"[10, 49, 51]","[35.5, 20.25, 66.25]",0.03685828736942308
275,235,"[35, 37]","[4.0, 62.75]",0.642387474098045
276,231,"[30, 47]","[16.25, 51.25]",0.009662508720588756
276,232,"[1, 48]","[19.25, 28.25]",0.00011153340984543716
276,233,"[6, 8, 21, 33, 50]","[30.5, 28.25, 32.25, 27.5, 54.75]",0.3109801964020978
276,234,"[10, 49, 51]","[62.5, 73.0, 60.0]",0.03685828736942308
276,235,"[35, 37]","[15.25, 24.5]",0.642387474098045
277,231,"[30, 47]","[60.75, 28.75]",0.009662508720588756
277,232,"[1, 48]","[69.75, 73.5]",0.00011153340984543716
277,233,"[6, 8, 21, 33, 50]","[44.0, 29.5, 65.0, 72.25, 67.25]",0.3109801964020978
277,234,"[10, 49, 51]","[27.0, 30.5, 24.0]",0.03685828736942308
277,235,"[35, 37]","[31.25, 64.0]",0.642387474098045
278,231,"[30, 47]","[68.0, 60.0]",0.009662508720588756
278,232,"[1, 48]","[34.5, 55.25]",0.00011153340984543716
278,233,"[6, 8, 21, 33, 50]","[52.5, 71.0, 36.75, 12.5, 41.75]",0.3109801964020978
278,234,"[10, 49, 51]","[24.5, 5.0, 49.75]",0.03685828736942308
278,235,"[35, 37]","[44.75, 69.0]",0.642387474098045
279,231,"[30, 47]","[62.75, 9.25]",0.009662508720588756
279,232,"[1, 48]","[44.0, 27.25]",0.00011153340984543716
279,233,"[6, 8, 21, 33, 50]","[23.25, 58.25, 47.0, 32.5, 28.5]",0.3109801964020978
279,234,"[10, 49, 51]","[25.25, 68.25, 67.5]",0.03685828736942308
279,235,"[35, 37]","[47.5, 58.5]",0.642387474098045
280,231,"[30, 47]","[48.5, 4.75]",0.009662508720588756
280,232,"[1, 48]","[25.5, 63.75]",0.00011153340984543716
280,233,"[6, 8, 21, 33, 50]","[57.75, 25.0, 59.75, 50.0, 66.25]",0.3109801964020978
280,234,"[10, 49, 51]","[0.25, 63.75, 53.5]",0.03685828736942308
280,235,"[35, 37]","[39.5, 44.25]",0.642387474098045
281,231,"[30, 47]","[18.75, 6.0]",0.009662508720588756
281,232,"[1, 48]","[59.0, 6.0]",0.00011153340984543716
281,233,"[6, 8, 21, 33, 50]","[6.75, 52.75, 42.5, 9.75, 69.25]",0.3109801964020978
281,234,"[10, 49, 51]","[50.5, 9.0, 25.5]",0.03685828736942308
281,235,"[35, 37]","[17.0, 39.25]",0.642387474098045
282,231,"[30, 47]","[43.0, 20.5]",0.009662508720588756
282,232,"[1, 48]","[49.25, 51.25]",0.00011153340984543716
282,233,"[6, 8, 21, 33, 50]","[6.0, 36.25, 4.25, 73.25, 55.75]",0.3109801964020978
282,234,"[10, 49, 51]","[20.25, 41.75, 27.5]",0.03685828736942308
282,235,"[35, 37]","[12.5, 24.5]",0.642387474098045
283,236,"[2, 7, 39, 53]","[27.25, 66.5, 2.75, 50.5]",0.17223222428639148
283,237,"[4, 12, 14, 20]","[51.5, 55.5, 2.0, 27.25]",0.15733154312724934
283,238,"[22, 26, 34, 54, 60]","[69.75, 3.0, 23.75, 46.75, 74.25]",0.2601248901794717
283,239,"[4, 12, 14, 20]","[38.5, 56.0, 36.25, 73.25]",0.15571312122911357
283,240,"[11, 15, 40]","[66.0, 57.25, 54.75]",0.2545982211777738
284,241,"[28, 42, 58]","[34.5, 41.75, 7.75]",0.3358540537128306
284,242,"[23, 25, 41, 52]","[27.5, 33.0, 48.75, 26.75]",0.15706938500731568
284,243,"[35, 37]","[12.0, 49.25]",0.07772055537854716
284,244,"[11, 15, 40]","[12.0, 20.75, 72.25]",0.217287377977457
284,245,"[19, 29, 56]","[58.0, 65.5, 61.0]",0.21206862792384948
285,246,"[10, 49, 51]","[62.25, 50.75, 33.0]",0.04607671829757291
285,247,"[4, 12, 14, 20]","[52.0, 1.25, 47.0, 30.25]",0.29790337912680054
285,248,"[19, 29, 56]","[44.0, 1.5, 30.25]",0.27850231268936604
285,249,"[11, 15, 40]","[62.25, 48.25, 43.5]",0.06832955066786185
285,250,"[4, 12, 14, 20]","[74.25, 36.25, 60.5, 71.75]",0.30918803921839866
286,246,"[10, 49, 51]","[68.75, 53.25, 52.0]",0.04607671829757291
286,247,"[4, 12, 14, 20]","[71.0, 68.5, 9.0, 28.0]",0.29790337912680054
286,248,"[19, 29, 56]","[11.25, 56.0, 60.0]",0.27850231268936604
286,249,"[11, 15, 40]","[55.0, 24.25, 12.25]",0.06832955066786185
286,250,"[4, 12, 14, 20]","[63.25, 24.5, 60.0, 11.25]",0.30918803921839866
287,246,"[10, 49, 51]","[2.25, 7.0, 21.0]",0.04607671829757291
287,247,"[4, 12, 14, 20]","[1.0, 20.0, 12.0, 63.75]",0.29790337912680054
287,248,"[19, 29, 56]","[23.25, 22.5, 57.75]",0.27850231268936604
287,249,"[11, 15, 40]","[44.0, 71.25, 11.75]",0.06832955066786185
287,250,"[4, 12, 14, 20]","[49.75, 24.25, 29.75, 36.75]",0.30918803921839866
288,246,"[10, 49, 51]","[0.25, 21.0, 43.25]",0.04607671829757291
288,247,"[4, 12, 14, 20]","[33.0, 71.25, 52.5, 7.25]",0.29790337912680054
288,248,"[19, 29, 56]","[11.25, 6.0, 31.5]",0.27850231268936604
288,249,"[11, 15, 40]","[47.0, 63.0, 3.25]",0.06832955066786185
288,250,"[4, 12, 14, 20]","[55.25, 6.25, 8.5, 30.0]",0.30918803921839866
289,246,"[10, 49, 51]","[48.75, 1.0, 14.25]",0.04607671829757291
289,247,"[4, 12, 14, 20]","[52.25, 40.25, 52.25, 36.75]",0.29790337912680054
289,248,"[19, 29, 56]","[1.75, 13.75, 63.0]",0.27850231268936604
289,249,"[11, 15, 40]","[51.75, 25.75, 13.25]",0.06832955066786185
289,250,"[4, 12, 14, 20]","[52.75, 34.0, 6.5, 28.0]",0.30918803921839866
290,246,"[10, 49, 51]","[22.75, 37.5, 57.25]",0.04607671829757291
290,247,"[4, 12, 14, 20]","[36.0, 64.0, 44.0, 8.25]",0.29790337912680054
290,248,"[19, 29, 56]","[62.25, 57.0, 16.0]",0.27850231268936604
290,249,"[11, 15, 40]","[29.75, 52.0, 40.75]",0.06832955066786185
290,250,"[4, 12, 14, 20]","[26.75, 0.5, 63.5, 63.0]",0.30918803921839866
291,246,"[10, 49, 51]","[51.25, 15.75, 8.25]",0.04607671829757291
291,247,"[4, 12, 14, 20]","[50.25, 1.25, 2.0, 61.0]",0.29790337912680054
291,248,"[19, 29, 56]","[0.5, 26.25, 35.0]",0.27850231268936604
291,249,"[11, 15, 40]","[29.25, 66.0, 18.0]",0.06832955066786185
291,250,"[4, 12, 14, 20]","[4.5, 56.5, 20.0, 22.0]",0.30918803921839866
292,246,"[10, 49, 51]","[50.0, 37.5, 26.75]",0.04607671829757291
292,247,"[4, 12, 14, 20]","[1.0, 51.25, 39.0, 52.75]",0.29790337912680054
292,248,"[19, 29, 56]","[6.0, 37.25, 45.25]",0.27850231268936604
292,249,"[11, 15, 40]","[70.5, 52.0, 30.0]",0.06832955066786185
292,250,"[4, 12, 14, 20]","[30.25, 3.75, 4.75, 9.0]",0.30918803921839866
293,246,"[10, 49, 51]","[29.25, 56.75, 38.25]",0.04607671829757291
293,247,"[4, 12, 14, 20]","[64.25, 29.25, 49.5, 13.5]",0.29790337912680054
293,248,"[19, 29, 56]","[42.75, 58.0, 22.75]",0.27850231268936604
293,249,"[11, 15, 40]","[63.5, 74.75, 36.5]",0.06832955066786185
293,250,"[4, 12, 14, 20]","[54.5, 3.25, 22.25, 54.0]",0.30918803921839866
294,246,"[10, 49, 51]","[63.25, 34.5, 13.5]",0.04607671829757291
294,247,"[4, 12, 14, 20]","[50.75, 44.0, 71.25, 45.5]",0.29790337912680054
294,248,"[19, 29, 56]","[59.0, 70.0, 43.0]",0.27850231268936604
294,249,"[11, 15, 40]","[31.25, 64.0, 40.25]",0.06832955066786185
294,250,"[4, 12, 14, 20]","[29.75, 66.25, 67.0, 22.75]",0.30918803921839866
295,246,"[10, 49, 51]","[74.0, 20.75, 11.5]",0.04607671829757291
295,247,"[4, 12, 14, 20]","[30.0, 38.5, 9.25, 69.5]",0.29790337912680054
295,248,"[19, 29, 56]","[62.0, 18.25, 56.5]",0.27850231268936604
295,249,"[11, 15, 40]","[44.25, 20.75, 56.0]",0.06832955066786185
295,250,"[4, 12, 14, 20]","[23.75, 71.5, 16.25, 62.25]",0.30918803921839866
296,246,"[10, 49, 51]","[4.25, 31.0, 11.5]",0.04607671829757291
296,247,"[4, 12, 14, 20]","[68.5, 42.0, 47.0, 9.25]",0.29790337912680054
296,248,"[19, 29, 56]","[59.75, 10.5, 15.25]",0.27850231268936604
296,249,"[11, 15, 40]","[44.25, 45.25, 33.75]",0.06832955066786185
296,250,"[4, 12, 14, 20]","[47.0, 49.5, 24.25, 2.0]",0.30918803921839866
297,246,"[10, 49, 51]","[5.75, 6.25, 49.75]",0.04607671829757291
297,247,"[4, 12, 14, 20]","[9.5, 26.25, 12.5, 22.0]",0.29790337912680054
297,248,"[19, 29, 56]","[72.25, 32.5, 21.5]",0.27850231268936604
297,249,"[11, 15, 40]","[22.75, 53.0, 0.25]",0.06832955066786185
297,250,"[4, 12, 14, 20]","[62.75, 46.0, 69.75, 20.25]",0.30918803921839866
298,246,"[10, 49, 51]","[44.5, 36.5, 40.5]",0.04607671829757291
298,247,"[4, 12, 14, 20]","[1.25, 38.0, 44.75, 38.5]",0.29790337912680054
298,248,"[19, 29, 56]","[1.25, 15.75, 71.25]",0.27850231268936604
298,249,"[11, 15, 40]","[8.25, 50.5, 68.75]",0.06832955066786185
298,250,"[4, 12, 14, 20]","[31.25, 56.5, 33.75, 53.5]",0.30918803921839866
299,246,"[10, 49, 51]","[12.5, 21.75, 65.5]",0.04607671829757291
299,247,"[4, 12, 14, 20]","[35.5, 49.5, 44.25, 74.0]",0.29790337912680054
299,248,"[19, 29, 56]","[55.0, 53.0, 14.75]",0.27850231268936604
299,249,"[11, 15, 40]","[12.75, 75.0, 37.25]",0.06832955066786185
299,250,"[4, 12, 14, 20]","[7.75, 21.75, 64.25, 0.75]",0.30918803921839866
300,246,"[10, 49, 51]","[6.25, 16.5, 44.5]",0.04607671829757291
300,247,"[4, 12, 14, 20]","[75.0, 59.5, 31.0, 2.0]",0.29790337912680054
300,248,"[19, 29, 56]","[51.5, 51.0, 13.0]",0.27850231268936604
300,249,"[11, 15, 40]","[37.25, 40.0, 60.75]",0.06832955066786185
300,250,"[4, 12, 14, 20]","[34.5, 7.75, 19.25, 16.25]",0.30918803921839866
301,246,"[10, 49, 51]","[25.0, 33.75, 23.25]",0.04607671829757291
301,247,"[4, 12, 14, 20]","[41.25, 27.0, 51.75, 46.5]",0.29790337912680054
301,248,"[19, 29, 56]","[48.25, 19.0, 31.5]",0.27850231268936604
301,249,"[11, 15, 40]","[32.25, 54.25, 46.25]",0.06832955066786185
301,250,"[4, 12, 14, 20]","[37.75, 26.0, 25.25, 3.25]",0.30918803921839866
302,246,"[10, 49, 51]","[46.5, 73.5, 69.0]",0.04607671829757291
302,247,"[4, 12, 14, 20]","[60.25, 48.0, 23.5, 10.5]",0.29790337912680054
302,248,"[19, 29, 56]","[4.75, 11.75, 73.75]",0.27850231268936604
302,249,"[11, 15, 40]","[67.5, 4.25, 28.25]",0.06832955066786185
302,250,"[4, 12, 14, 20]","[37.0, 64.5, 31.0, 4.75]",0.30918803921839866
303,246,"[10, 49, 51]","[33.0, 75.0, 7.0]",0.04607671829757291
303,247,"[4, 12, 14, 20]","[59.25, 30.75, 34.0, 13.0]",0.29790337912680054
303,248,"[19, 29, 56]","[40.5, 16.75, 0.75]",0.27850231268936604
303,249,"[11, 15, 40]","[44.25, 63.25, 27.5]",0.06832955066786185
303,250,"[4, 12, 14, 20]","[39.75, 68.75, 7.0, 64.5]",0.30918803921839866
304,246,"[10, 49, 51]","[57.25, 70.75, 20.0]",0.04607671829757291
304,247,"[4, 12, 14, 20]","[37.5, 15.25, 44.0, 54.75]",0.29790337912680054
304,248,"[19, 29, 56]","[16.25, 58.75, 74.0]",0.27850231268936604
304,249,"[11, 15, 40]","[71.75, 35.0, 32.75]",0.06832955066786185
304,250,"[4, 12, 14, 20]","[28.0, 56.75, 21.0, 50.0]",0.30918803921839866
305,246,"[10, 49, 51]","[55.25, 47.5, 4.5]",0.04607671829757291
305,247,"[4, 12, 14, 20]","[51.5, 39.5, 22.75, 35.0]",0.29790337912680054
305,248,"[19, 29, 56]","[45.5, 46.0, 48.5]",0.27850231268936604
305,249,"[11, 15, 40]","[7.75, 28.0, 33.25]",0.06832955066786185
305,250,"[4, 12, 14, 20]","[45.75, 17.0, 52.25, 41.0]",0.30918803921839866
306,246,"[10, 49, 51]","[21.25, 12.5, 6.0]",0.04607671829757291
306,247,"[4, 12, 14, 20]","[63.25, 9.25, 24.75, 17.5]",0.29790337912680054
306,248,"[19, 29, 56]","[7.0, 40.75, 63.0]",0.27850231268936604
306,249,"[11, 15, 40]","[4.25, 43.75, 53.5]",0.06832955066786185
306,250,"[4, 12, 14, 20]","[6.75, 50.75, 51.0, 8.0]",0.30918803921839866
307,246,"[10, 49, 51]","[47.0, 60.0, 38.0]",0.04607671829757291
307,247,"[4, 12, 14, 20]","[8.75, 1.5, 57.0, 64.5]",0.29790337912680054
307,248,"[19, 29, 56]","[50.0, 67.25, 0.25]",0.27850231268936604
307,249,"[11, 15, 40]","[70.75, 44.25, 55.0]",0.06832955066786185
307,250,"[4, 12, 14, 20]","[9.25, 35.0, 67.5, 55.25]",0.30918803921839866
308,246,"[10, 49, 51]","[29.0, 7.25, 9.75]",0.04607671829757291
308,247,"[4, 12, 14, 20]","[35.75, 0.25, 58.75, 18.5]",0.29790337912680054
308,248,"[19, 29, 56]","[47.25, 21.25, 40.0]",0.27850231268936604
308,249,"[11, 15, 40]","[5.25, 66.5, 40.75]",0.06832955066786185
308,250,"[4, 12, 14, 20]","[37.75, 22.5, 72.5, 50.25]",0.30918803921839866
309,246,"[10, 49, 51]","[23.0, 45.25, 44.75]",0.04607671829757291
309,247,"[4, 12, 14, 20]","[19.5, 61.75, 16.5, 19.5]",0.29790337912680054
309,248,"[19, 29, 56]","[51.5, 39.0, 34.5]",0.27850231268936604
309,249,"[11, 15, 40]","[42.5, 60.0, 2.0]",0.06832955066786185
309,250,"[4, 12, 14, 20]","[17.0, 36.25, 70.5, 67.5]",0.30918803921839866
310,246,"[10, 49, 51]","[24.75, 65.5, 19.0]",0.04607671829757291
310,247,"[4, 12, 14, 20]","[74.25, 45.25, 26.5, 10.0]",0.29790337912680054
310,248,"[19, 29, 56]","[7.0, 31.75, 27.25]",0.27850231268936604
310,249,"[11, 15, 40]","[35.0, 21.25, 17.5]",0.06832955066786185
310,250,"[4, 12, 14, 20]","[23.5, 43.5, 53.5, 39.0]",0.30918803921839866
311,246,"[10, 49, 51]","[35.25, 37.25, 64.0]",0.04607671829757291
311,247,"[4, 12, 14, 20]","[56.0, 3.5, 15.5, 24.5]",0.29790337912680054
311,248,"[19, 29, 56]","[67.0, 42.25, 1.75]",0.27850231268936604
311,249,"[11, 15, 40]","[25.0, 61.75, 36.25]",0.06832955066786185
311,250,"[4, 12, 14, 20]","[31.75, 30.25, 73.5, 44.0]",0.30918803921839866
312,246,"[10, 49, 51]","[72.0, 46.5, 51.25]",0.04607671829757291
312,247,"[4, 12, 14, 20]","[5.25, 14.25, 37.25, 7.5]",0.29790337912680054
312,248,"[19, 29, 56]","[17.0, 6.25, 9.75]",0.27850231268936604
312,249,"[11, 15, 40]","[8.0, 65.0, 20.0]",0.06832955066786185
312,250,"[4, 12, 14, 20]","[34.5, 55.0, 46.25, 66.5]",0.30918803921839866
313,246,"[10, 49, 51]","[5.75, 12.75, 60.75]",0.04607671829757291
313,247,"[4, 12, 14, 20]","[26.25, 7.25, 71.25, 46.0]",0.29790337912680054
313,248,"[19, 29, 56]","[35.5, 63.75, 44.5]",0.27850231268936604
313,249,"[11, 15, 40]","[38.25, 32.25, 37.75]",0.06832955066786185
313,250,"[4, 12, 14, 20]","[37.75, 33.5, 37.25, 2.75]",0.30918803921839866
314,246,"[10, 49, 51]","[73.5, 41.0, 47.75]",0.04607671829757291
314,247,"[4, 12, 14, 20]","[58.0, 64.5, 12.5, 49.25]",0.29790337912680054
314,248,"[19, 29, 56]","[14.5, 44.75, 69.0]",0.27850231268936604
314,249,"[11, 15, 40]","[20.75, 35.5, 45.0]",0.06832955066786185
314,250,"[4, 12, 14, 20]","[43.5, 29.75, 68.75, 44.25]",0.30918803921839866
315,246,"[10, 49, 51]","[3.0, 30.5, 42.75]",0.04607671829757291
315,247,"[4, 12, 14, 20]","[10.25, 69.5, 72.5, 59.25]",0.29790337912680054
315,248,"[19, 29, 56]","[48.5, 69.25, 12.75]",0.27850231268936604
315,249,"[11, 15, 40]","[35.75, 44.0, 11.25]",0.06832955066786185
315,250,"[4, 12, 14, 20]","[72.5, 47.75, 34.25, 47.5]",0.30918803921839866
316,246,"[10, 49, 51]","[56.0, 2.5, 15.5]",0.04607671829757291
316,247,"[4, 12, 14, 20]","[27.5, 47.5, 37.75, 34.25]",0.29790337912680054
316,248,"[19, 29, 56]","[74.25, 16.5, 13.25]",0.27850231268936604
316,249,"[11, 15, 40]","[27.75, 47.5, 6.0]",0.06832955066786185
316,250,"[4, 12, 14, 20]","[11.25, 10.75, 63.75, 20.0]",0.30918803921839866
317,246,"[10, 49, 51]","[18.25, 4.0, 13.5]",0.04607671829757291
317,247,"[4, 12, 14, 20]","[18.25, 36.5, 21.0, 69.25]",0.29790337912680054
317,248,"[19, 29, 56]","[74.75, 36.0, 3.75]",0.27850231268936604
317,249,"[11, 15, 40]","[11.75, 16.25, 44.0]",0.06832955066786185
317,250,"[4, 12, 14, 20]","[30.0, 53.5, 28.75, 25.5]",0.30918803921839866
318,246,"[10, 49, 51]","[35.5, 16.75, 68.75]",0.04607671829757291
318,247,"[4, 12, 14, 20]","[38.25, 14.25, 1.5, 36.75]",0.29790337912680054
318,248,"[19, 29, 56]","[39.75, 73.0, 68.0]",0.27850231268936604
318,249,"[11, 15, 40]","[27.0, 56.5, 52.25]",0.06832955066786185
318,250,"[4, 12, 14, 20]","[55.5, 16.0, 54.5, 14.25]",0.30918803921839866
319,246,"[10, 49, 51]","[60.75, 23.5, 74.5]",0.04607671829757291
319,247,"[4, 12, 14, 20]","[42.5, 33.75, 5.25, 28.5]",0.29790337912680054
319,248,"[19, 29, 56]","[57.25, 43.25, 22.25]",0.27850231268936604
319,249,"[11, 15, 40]","[49.25, 59.75, 41.25]",0.06832955066786185
319,250,"[4, 12, 14, 20]","[24.0, 43.25, 25.25, 61.75]",0.30918803921839866
320,246,"[10, 49, 51]","[22.75, 44.75, 45.75]",0.04607671829757291
320,247,"[4, 12, 14, 20]","[40.5, 31.25, 23.0, 48.25]",0.29790337912680054
320,248,"[19, 29, 56]","[6.25, 23.5, 27.5]",0.27850231268936604
320,249,"[11, 15, 40]","[26.25, 8.5, 66.5]",0.06832955066786185
320,250,"[4, 12, 14, 20]","[62.75, 64.5, 30.0, 29.5]",0.30918803921839866
321,246,"[10, 49, 51]","[29.25, 3.25, 21.25]",0.04607671829757291
321,247,"[4, 12, 14, 20]","[55.75, 72.75, 43.75, 14.75]",0.29790337912680054
321,248,"[19, 29, 56]","[10.25, 3.25, 68.0]",0.27850231268936604
321,249,"[11, 15, 40]","[22.5, 28.0, 10.25]",0.06832955066786185
321,250,"[4, 12, 14, 20]","[72.75, 59.5, 73.75, 5.25]",0.30918803921839866
322,246,"[10, 49, 51]","[71.0, 22.5, 33.75]",0.04607671829757291
322,247,"[4, 12, 14, 20]","[45.75, 15.25, 55.5, 1.75]",0.29790337912680054
322,248,"[19, 29, 56]","[22.75, 66.75, 74.0]",0.27850231268936604
322,249,"[11, 15, 40]","[11.0, 37.5, 10.0]",0.06832955066786185
322,250,"[4, 12, 14, 20]","[11.5, 7.25, 52.5, 18.25]",0.30918803921839866
323,246,"[10, 49, 51]","[46.75, 42.25, 55.25]",0.04607671829757291
323,247,"[4, 12, 14, 20]","[45.25, 69.5, 67.5, 61.75]",0.29790337912680054
323,248,"[19, 29, 56]","[1.5, 72.5, 34.0]",0.27850231268936604
323,249,"[11, 15, 40]","[42.75, 7.75, 38.5]",0.06832955066786185
323,250,"[4, 12, 14, 20]","[47.75, 12.75, 42.5, 43.25]",0.30918803921839866
324,246,"[10, 49, 51]","[72.25, 13.25, 67.75]",0.04607671829757291
324,247,"[4, 12, 14, 20]","[68.5, 19.25, 15.75, 13.5]",0.29790337912680054
324,248,"[19, 29, 56]","[0.75, 64.25, 42.25]",0.27850231268936604
324,249,"[11, 15, 40]","[51.0, 48.5, 22.5]",0.06832955066786185
324,250,"[4, 12, 14, 20]","[51.0, 60.25, 12.0, 67.25]",0.30918803921839866
325,246,"[10, 49, 51]","[69.75, 75.0, 65.5]",0.04607671829757291
325,247,"[4, 12, 14, 20]","[49.75, 7.5, 33.75, 34.5]",0.29790337912680054
325,248,"[19, 29, 56]","[46.5, 20.25, 48.75]",0.27850231268936604
325,249,"[11, 15, 40]","[54.0, 48.25, 28.0]",0.06832955066786185
325,250,"[4, 12, 14, 20]","[35.0, 26.5, 74.75, 65.0]",0.30918803921839866
326,246,"[10, 49, 51]","[29.0, 16.75, 56.25]",0.04607671829757291
326,247,"[4, 12, 14, 20]","[16.0, 52.0, 20.75, 56.0]",0.29790337912680054
326,248,"[19, 29, 56]","[19.0, 50.5, 40.75]",0.27850231268936604
326,249,"[11, 15, 40]","[69.0, 30.5, 49.0]",0.06832955066786185
326,250,"[4, 12, 14, 20]","[67.75, 19.25, 51.5, 28.25]",0.30918803921839866
327,246,"[10, 49, 51]","[52.25, 51.25, 56.0]",0.04607671829757291
327,247,"[4, 12, 14, 20]","[66.75, 70.75, 40.0, 4.25]",0.29790337912680054
327,248,"[19, 29, 56]","[54.25, 52.75, 29.0]",0.27850231268936604
327,249,"[11, 15, 40]","[12.25, 43.75, 47.5]",0.06832955066786185
327,250,"[4, 12, 14, 20]","[32.5, 53.25, 29.5, 68.5]",0.30918803921839866
328,246,"[10, 49, 51]","[43.25, 56.75, 59.5]",0.04607671829757291
328,247,"[4, 12, 14, 20]","[23.5, 33.0, 58.25, 31.0]",0.29790337912680054
328,248,"[19, 29, 56]","[50.0, 52.0, 1.0]",0.27850231268936604
328,249,"[11, 15, 40]","[57.5, 2.75, 68.5]",0.06832955066786185
328,250,"[4, 12, 14, 20]","[52.25, 6.0, 28.0, 36.0]",0.30918803921839866
329,246,"[10, 49, 51]","[46.0, 54.0, 38.5]",0.04607671829757291
329,247,"[4, 12, 14, 20]","[67.75, 56.25, 54.25, 21.25]",0.29790337912680054
329,248,"[19, 29, 56]","[61.25, 40.75, 46.25]",0.27850231268936604
329,249,"[11, 15, 40]","[29.25, 74.0, 6.25]",0.06832955066786185
329,250,"[4, 12, 14, 20]","[43.25, 4.5, 63.5, 36.25]",0.30918803921839866
330,246,"[10, 49, 51]","[9.0, 50.75, 36.0]",0.04607671829757291
330,247,"[4, 12, 14, 20]","[11.75, 18.5, 23.5, 52.5]",0.29790337912680054
330,248,"[19, 29, 56]","[10.25, 73.25, 67.0]",0.27850231268936604
330,249,"[11, 15, 40]","[19.0, 37.25, 37.75]",0.06832955066786185
330,250,"[4, 12, 14, 20]","[52.25, 17.5, 32.5, 39.75]",0.30918803921839866
331,246,"[10, 49, 51]","[67.0, 42.75, 35.25]",0.04607671829757291
331,247,"[4, 12, 14, 20]","[24.75, 41.75, 4.0, 60.75]",0.29790337912680054
331,248,"[19, 29, 56]","[29.0, 57.75, 42.5]",0.27850231268936604
331,249,"[11, 15, 40]","[31.25, 43.75, 38.75]",0.06832955066786185
331,250,"[4, 12, 14, 20]","[30.0, 12.0, 24.0, 56.0]",0.30918803921839866
332,246,"[10, 49, 51]","[17.75, 4.75, 25.25]",0.04607671829757291
332,247,"[4, 12, 14, 20]","[5.5, 3.5, 5.25, 59.0]",0.29790337912680054
332,248,"[19, 29, 56]","[20.25, 24.75, 41.25]",0.27850231268936604
332,249,"[11, 15, 40]","[46.25, 27.0, 47.75]",0.06832955066786185
332,250,"[4, 12, 14, 20]","[25.0, 15.0, 73.0, 0.5]",0.30918803921839866
333,246,"[10, 49, 51]","[4.25, 39.75, 57.0]",0.04607671829757291
333,247,"[4, 12, 14, 20]","[6.0, 11.75, 64.0, 75.0]",0.29790337912680054
333,248,"[19, 29, 56]","[7.0, 31.0, 74.0]",0.27850231268936604
333,249,"[11, 15, 40]","[15.25, 18.0, 11.75]",0.06832955066786185
333,250,"[4, 12, 14, 20]","[73.0, 12.5, 68.5, 18.25]",0.30918803921839866
334,246,"[10, 49, 51]","[0.75, 38.25, 28.25]",0.04607671829757291
334,247,"[4, 12, 14, 20]","[66.5, 46.25, 2.75, 36.25]",0.29790337912680054
334,248,"[19, 29, 56]","[25.5, 14.5, 46.75]",0.27850231268936604
334,249,"[11, 15, 40]","[57.25, 18.0, 37.75]",0.06832955066786185
334,250,"[4, 12, 14, 20]","[48.75, 22.75, 74.75, 22.0]",0.30918803921839866
335,246,"[10, 49, 51]","[13.25, 41.75, 50.25]",0.04607671829757291
335,247,"[4, 12, 14, 20]","[3.25, 62.25, 66.0, 54.0]",0.29790337912680054
335,248,"[19, 29, 56]","[58.5, 41.5, 44.25]",0.27850231268936604
335,249,"[11, 15, 40]","[27.0, 15.25, 36.75]",0.06832955066786185
335,250,"[4, 12, 14, 20]","[43.25, 11.5, 70.25, 72.5]",0.30918803921839866
336,246,"[10, 49, 51]","[64.75, 52.75, 68.25]",0.04607671829757291
336,247,"[4, 12, 14, 20]","[46.75, 46.25, 47.5, 61.75]",0.29790337912680054
336,248,"[19, 29, 56]","[49.5, 57.5, 36.25]",0.27850231268936604
336,249,"[11, 15, 40]","[2.5, 56.5, 61.0]",0.06832955066786185
336,250,"[4, 12, 14, 20]","[54.25, 52.25, 64.25, 35.5]",0.30918803921839866
337,246,"[10, 49, 51]","[57.5, 22.25, 54.5]",0.04607671829757291
337,247,"[4, 12, 14, 20]","[26.25, 23.0, 66.5, 31.5]",0.29790337912680054
337,248,"[19, 29, 56]","[5.75, 69.75, 0.25]",0.27850231268936604
337,249,"[11, 15, 40]","[60.25, 5.5, 24.75]",0.06832955066786185
337,250,"[4, 12, 14, 20]","[25.5, 2.25, 8.25, 0.5]",0.30918803921839866
338,246,"[10, 49, 51]","[52.0, 53.5, 60.0]",0.04607671829757291
338,247,"[4, 12, 14, 20]","[4.5, 48.75, 68.75, 51.0]",0.29790337912680054
338,248,"[19, 29, 56]","[60.5, 49.5, 17.5]",0.27850231268936604
338,249,"[11, 15, 40]","[17.25, 39.25, 74.75]",0.06832955066786185
338,250,"[4, 12, 14, 20]","[28.5, 17.25, 40.5, 4.5]",0.30918803921839866
339,246,"[10, 49, 51]","[22.75, 58.0, 46.0]",0.04607671829757291
339,247,"[4, 12, 14, 20]","[2.75, 0.25, 28.0, 45.5]",0.29790337912680054
339,248,"[19, 29, 56]","[43.25, 15.5, 35.0]",0.27850231268936604
339,249,"[11, 15, 40]","[6.0, 72.75, 10.0]",0.06832955066786185
339,250,"[4, 12, 14, 20]","[54.5, 49.0, 60.25, 0.25]",0.30918803921839866
340,246,"[10, 49, 51]","[52.25, 61.0, 12.5]",0.04607671829757291
340,247,"[4, 12, 14, 20]","[32.75, 52.5, 17.0, 51.5]",0.29790337912680054
340,248,"[19, 29, 56]","[46.0, 46.0, 42.75]",0.27850231268936604
