KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
47,Increase street and sidewalk cleanliness.,260,(Retired) Sidewalks rated filthy (%) - Brooklyn 13,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.2757156626506024,0.028630019983995787
47,Increase street and sidewalk cleanliness.,261,(Retired) Sidewalks rated filthy (%) - Brooklyn 14,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.18533218390804596,0.019322311031298882
47,Increase street and sidewalk cleanliness.,262,(Retired) Sidewalks rated filthy (%) - Brooklyn 15,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.30651375000000003,0.025046596188176694
47,Increase street and sidewalk cleanliness.,263,(Retired) Sidewalks rated filthy (%) - Brooklyn 16,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,1.985551282051282,0.00726198438777275
47,Increase street and sidewalk cleanliness.,264,(Retired) Sidewalks rated filthy (%) - Brooklyn 17,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.7339476190476191,0.02216945028111325
47,Increase street and sidewalk cleanliness.,265,(Retired) Sidewalks rated filthy (%) - Brooklyn 18,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.2381886075949367,0.02081508974690136
47,Increase street and sidewalk cleanliness.,266,(Retired) Sidewalks rated filthy (%) - Queens 01,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.2999679012345679,0.01121040287673337
47,Increase street and sidewalk cleanliness.,267,(Retired) Sidewalks rated filthy (%) - Queens 02,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.7458814814814815,0.029783518058139433
47,Increase street and sidewalk cleanliness.,268,(Retired) Sidewalks rated filthy (%) - Queens 03,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.4776225,0.008257934020275534
47,Increase street and sidewalk cleanliness.,269,(Retired) Sidewalks rated filthy (%) - Queens 04,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.06103928571428571,0.00840390021108811
47,Increase street and sidewalk cleanliness.,270,(Retired) Sidewalks rated filthy (%) - Queens 05,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.07791728395061728,0.02071257884509718
47,Increase street and sidewalk cleanliness.,271,(Retired) Sidewalks rated filthy (%) - Queens 06,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.04719753086419753,0.020757646529927273
47,Increase street and sidewalk cleanliness.,272,(Retired) Sidewalks rated filthy (%) - Queens 07,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.06253875,0.029689575615684007
47,Increase street and sidewalk cleanliness.,273,(Retired) Sidewalks rated filthy (%) - Queens 08,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.1043358024691358,0.029897037377723947
47,Increase street and sidewalk cleanliness.,274,(Retired) Sidewalks rated filthy (%) - Queens 09,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.16886987951807228,0.0037539306095783795
47,Increase street and sidewalk cleanliness.,275,(Retired) Sidewalks rated filthy (%) - Queens 10,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.15443975903614457,0.024450527561037265
47,Increase street and sidewalk cleanliness.,276,(Retired) Sidewalks rated filthy (%) - Queens 11,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.027639240506329113,0.026809644438453205
47,Increase street and sidewalk cleanliness.,277,(Retired) Sidewalks rated filthy (%) - Queens 12,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.48174939759036145,0.021044214648659843
47,Increase street and sidewalk cleanliness.,278,(Retired) Sidewalks rated filthy (%) - Queens 13,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.0745077922077922,0.0012511901666349692
47,Increase street and sidewalk cleanliness.,279,(Retired) Sidewalks rated filthy (%) - Queens 14,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,1.0095407407407408,0.00027020867245646136
47,Increase street and sidewalk cleanliness.,280,(Retired) Sidewalks rated filthy (%) - Staten Island 01,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.2184405063291139,0.008246284413743437
47,Increase street and sidewalk cleanliness.,281,(Retired) Sidewalks rated filthy (%) - Staten Island 02,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.13169873417721517,0.028528863360459854
47,Increase street and sidewalk cleanliness.,282,(Retired) Sidewalks rated filthy (%) - Staten Island 03,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.09903026315789473,0.03067927579710207
48,Improve efficiency of waste handling.,283,Missed refuse collections (%),Percentage of curbside refuse tonnage scheduled for collection but not removed by midnight. Excludes holiday weeks and missed collections due to snow events.,100.0,1.5211920792079208,1.0
49,Increase the percentage of waste recycled.,284,Missed recycling collections (%),Percent of curbside and containerized recycling tonnage scheduled for collection but not removed by midnight. Excludes holiday weeks.,100.0,1.0736881188118812,1.0
50,Improve efficiency of waste handling.,285,Refuse tons per truck-shift,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.30128470538867,9.567448076923077,0.0029624267687572404
50,Improve efficiency of waste handling.,286,Refuse tons per truckshift - Manhattan 01,Average curbside household refuse tons collected by each truck working an eight-hour shift.,13.388490970307476,11.406795789473685,0.017471230233633585
50,Improve efficiency of waste handling.,287,Refuse tons per truckshift - Manhattan 02,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.763410427120405,9.861496842105264,0.021945100756308282
50,Improve efficiency of waste handling.,288,Refuse tons per truckshift - Manhattan 03,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.789719777666107,10.86979157894737,0.0092463037366208
50,Improve efficiency of waste handling.,289,Refuse tons per truckshift - Manhattan 04,Average curbside household refuse tons collected by each truck working an eight-hour shift.,13.311509235893732,11.346246315789474,0.03219484230639395
50,Improve efficiency of waste handling.,290,Refuse tons per truckshift - Manhattan 05,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.66306930186597,10.745095789473684,0.019841511001331306
50,Improve efficiency of waste handling.,291,Refuse tons per truckshift - Manhattan 06,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.70994668479747,10.79048,0.027086572181911937
50,Improve efficiency of waste handling.,292,Refuse tons per truckshift - Manhattan 07,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.790090369037621,10.596115789473684,0.011571486111190608
50,Improve efficiency of waste handling.,293,Refuse tons per truckshift - Manhattan 08,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.671357768565347,9.714441052631578,0.0016559229512494702
50,Improve efficiency of waste handling.,294,Refuse tons per truckshift - Manhattan 09,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.075275825128589,10.025465263157896,0.019684962095112578
50,Improve efficiency of waste handling.,295,Refuse tons per truckshift - Manhattan 10,Average curbside household refuse tons collected by each truck working an eight-hour shift.,13.608964884712254,11.450727368421052,0.02703613291325647
50,Improve efficiency of waste handling.,296,Refuse tons per truckshift - Manhattan 11,Average curbside household refuse tons collected by each truck working an eight-hour shift.,13.484059312314297,11.261362105263158,0.008051432446141966
50,Improve efficiency of waste handling.,297,Refuse tons per truckshift - Manhattan 12,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.857417840315527,10.897815789473684,0.02039649477131384
50,Improve efficiency of waste handling.,298,Refuse tons per truckshift - Bronx 01,Average curbside household refuse tons collected by each truck working an eight-hour shift.,16.692016628416546,14.160212631578947,0.021357859473140416
50,Improve efficiency of waste handling.,299,Refuse tons per truckshift - Bronx 02,Average curbside household refuse tons collected by each truck working an eight-hour shift.,16.869792334479676,14.30485157894737,0.01851848555418924
50,Improve efficiency of waste handling.,300,Refuse tons per truckshift - Bronx 03,Average curbside household refuse tons collected by each truck working an eight-hour shift.,16.554679700035315,14.005718947368422,0.024124618819755125
50,Improve efficiency of waste handling.,301,Refuse tons per truckshift - Bronx 04,Average curbside household refuse tons collected by each truck working an eight-hour shift.,15.724142481324034,13.209651578947367,0.02673559136363974
50,Improve efficiency of waste handling.,302,Refuse tons per truckshift - Bronx 05,Average curbside household refuse tons collected by each truck working an eight-hour shift.,15.118320726751241,12.591852631578949,0.00653384724703224
50,Improve efficiency of waste handling.,303,Refuse tons per truckshift - Bronx 06,Average curbside household refuse tons collected by each truck working an eight-hour shift.,14.347531997571469,12.04328947368421,0.017099494739751274
50,Improve efficiency of waste handling.,304,Refuse tons per truckshift - Bronx 07,Average curbside household refuse tons collected by each truck working an eight-hour shift.,15.735792102358275,13.201265263157895,0.02374217176578401
50,Improve efficiency of waste handling.,305,Refuse tons per truckshift - Bronx 08,Average curbside household refuse tons collected by each truck working an eight-hour shift.,13.38448619227407,11.113845263157895,0.028711881191290627
50,Improve efficiency of waste handling.,306,Refuse tons per truckshift - Bronx 09,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.93199457303957,10.795101052631578,0.003852064943101968
50,Improve efficiency of waste handling.,307,Refuse tons per truckshift - Bronx 10,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.746742097271627,9.211161052631578,0.020943673437403245
50,Improve efficiency of waste handling.,308,Refuse tons per truckshift - Bronx 11,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.351389872315718,10.450257894736842,0.017605617561678437
50,Improve efficiency of waste handling.,309,Refuse tons per truckshift - Bronx 12,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.385069720619915,9.583917894736842,0.024753304322261638
50,Improve efficiency of waste handling.,310,Refuse tons per truckshift - Brooklyn 01,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.835402607249764,9.991558947368421,0.01878831986009606
50,Improve efficiency of waste handling.,311,Refuse tons per truckshift - Brooklyn 02,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.041807573459128,9.338265263157895,0.0005704542776082972
50,Improve efficiency of waste handling.,312,Refuse tons per truckshift - Brooklyn 03,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.418093409400992,8.77154947368421,0.0070849235426754574
50,Improve efficiency of waste handling.,313,Refuse tons per truckshift - Brooklyn 04,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.1859189454088,9.304398947368421,0.020242272172367355
50,Improve efficiency of waste handling.,314,Refuse tons per truckshift - Brooklyn 05,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.573072754315207,9.73385157894737,0.012379707879142964
50,Improve efficiency of waste handling.,315,Refuse tons per truckshift - Brooklyn 06,Average curbside household refuse tons collected by each truck working an eight-hour shift.,9.921903079038934,8.337484210526316,0.026274581089096298
50,Improve efficiency of waste handling.,316,Refuse tons per truckshift - Brooklyn 07,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.900981193995277,9.813625263157896,0.002192762568464715
50,Improve efficiency of waste handling.,317,Refuse tons per truckshift - Brooklyn 08,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.909781414144492,9.143145263157894,0.02430960931153753
50,Improve efficiency of waste handling.,318,Refuse tons per truckshift - Brooklyn 09,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.044186453041247,9.966754736842105,0.011830004060823733
50,Improve efficiency of waste handling.,319,Refuse tons per truckshift - Brooklyn 10,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.654162288019055,8.942392631578947,0.029778882743082734
50,Improve efficiency of waste handling.,320,Refuse tons per truckshift - Brooklyn 11,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.68208885033341,9.808548421052631,0.014619008771513361
50,Improve efficiency of waste handling.,321,Refuse tons per truckshift - Brooklyn 12,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.395348063238607,10.389597894736841,0.027918523833899138
50,Improve efficiency of waste handling.,322,Refuse tons per truckshift - Brooklyn 13,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.676799131053507,9.877386315789474,0.010623071074808735
50,Improve efficiency of waste handling.,323,Refuse tons per truckshift - Brooklyn 14,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.843324019612274,9.87524105263158,0.0016861245987212427
50,Improve efficiency of waste handling.,324,Refuse tons per truckshift - Brooklyn 15,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.06767560567614,8.372976842105263,0.030459886057327447
50,Improve efficiency of waste handling.,325,Refuse tons per truckshift - Brooklyn 16,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.343557893963021,9.493384210526315,0.02625888825011596
50,Improve efficiency of waste handling.,326,Refuse tons per truckshift - Brooklyn 17,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.301975435411348,8.617834736842106,0.0006094373905198684
50,Improve efficiency of waste handling.,327,Refuse tons per truckshift - Brooklyn 18,Average curbside household refuse tons collected by each truck working an eight-hour shift.,9.903226874463261,8.435352631578947,0.0062231188060104204
50,Improve efficiency of waste handling.,328,Refuse tons per truckshift - Queens 01,Average curbside household refuse tons collected by each truck working an eight-hour shift.,9.83968931653646,8.08903894736842,0.004094893036145303
50,Improve efficiency of waste handling.,329,Refuse tons per truckshift - Queens 02,Average curbside household refuse tons collected by each truck working an eight-hour shift.,12.77970396355926,10.837612631578947,0.02240867442087144
50,Improve efficiency of waste handling.,330,Refuse tons per truckshift - Queens 03,Average curbside household refuse tons collected by each truck working an eight-hour shift.,14.176162743395343,12.087472631578947,0.0308948401271237
50,Improve efficiency of waste handling.,331,Refuse tons per truckshift - Queens 04,Average curbside household refuse tons collected by each truck working an eight-hour shift.,13.99350049359774,11.722233684210527,0.008111073572437677
50,Improve efficiency of waste handling.,332,Refuse tons per truckshift - Queens 05,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.942856866857463,9.245214736842104,0.02778230640239765
50,Improve efficiency of waste handling.,333,Refuse tons per truckshift - Queens 06,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.523937182051164,9.790626315789474,0.021625608003266853
50,Improve efficiency of waste handling.,334,Refuse tons per truckshift - Queens 07,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.145359414632672,9.209191578947369,0.01769760159399821
50,Improve efficiency of waste handling.,335,Refuse tons per truckshift - Queens 08,Average curbside household refuse tons collected by each truck working an eight-hour shift.,9.356368897281756,7.9428789473684205,0.0008501666091754137
50,Improve efficiency of waste handling.,336,Refuse tons per truckshift - Queens 09,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.561817339022838,9.751753684210527,0.02435236357915454
50,Improve efficiency of waste handling.,337,Refuse tons per truckshift - Queens 10,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.82650327493782,9.069144210526316,0.017463687760681332
50,Improve efficiency of waste handling.,338,Refuse tons per truckshift - Queens 11,Average curbside household refuse tons collected by each truck working an eight-hour shift.,8.261526092260102,6.921609473684211,0.010845763706003448
50,Improve efficiency of waste handling.,339,Refuse tons per truckshift - Queens 12,Average curbside household refuse tons collected by each truck working an eight-hour shift.,10.110876306067556,8.499903157894737,0.012362259037772124
50,Improve efficiency of waste handling.,340,Refuse tons per truckshift - Queens 13,Average curbside household refuse tons collected by each truck working an eight-hour shift.,8.951435594785305,7.565244210526316,0.0001618185530969672
50,Improve efficiency of waste handling.,341,Refuse tons per truckshift - Queens 14,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.068887769312429,9.268305263157895,0.021711928933942904
50,Improve efficiency of waste handling.,342,Refuse tons per truckshift - Staten Island 01,Average curbside household refuse tons collected by each truck working an eight-hour shift.,9.440682975601963,7.999930526315789,0.01797441403299009
50,Improve efficiency of waste handling.,343,Refuse tons per truckshift - Staten Island 02,Average curbside household refuse tons collected by each truck working an eight-hour shift.,9.196498201956352,7.797971578947369,0.018476692993261584
50,Improve efficiency of waste handling.,344,Refuse tons per truckshift - Staten Island 03,Average curbside household refuse tons collected by each truck working an eight-hour shift.,8.623465146393746,7.272664210526316,0.018213302657619484
51,Increase the percentage of waste recycled.,345,Recycling tons per truck-shift,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.564049487927041,5.525522330097087,0.02388164258532807
51,Increase the percentage of waste recycled.,346,Recycling tons per truckshift - Manhattan 01,Average curbside recycling tons collected by each truck working an eight-hour shift.,9.179358157636848,7.783905263157894,0.024781195679384055
51,Increase the percentage of waste recycled.,347,Recycling tons per truckshift - Manhattan 02,Average curbside recycling tons collected by each truck working an eight-hour shift.,9.151474076786737,7.663337894736842,0.02437882506509334
51,Increase the percentage of waste recycled.,348,Recycling tons per truckshift - Manhattan 03,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.902591450810803,7.632374736842105,0.0051990922978400415
51,Increase the percentage of waste recycled.,349,Recycling tons per truckshift - Manhattan 04,Average curbside recycling tons collected by each truck working an eight-hour shift.,10.634888743539562,8.862196842105263,0.014981490316887525
51,Increase the percentage of waste recycled.,350,Recycling tons per truckshift - Manhattan 05,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.994007641271478,7.499847368421053,0.025126583231804958
51,Increase the percentage of waste recycled.,351,Recycling tons per truckshift - Manhattan 06,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.909701895441104,7.496398947368421,0.028200222496261435
51,Increase the percentage of waste recycled.,352,Recycling tons per truckshift - Manhattan 07,Average curbside recycling tons collected by each truck working an eight-hour shift.,10.31261852446254,8.556592631578948,0.009218249216815631
51,Increase the percentage of waste recycled.,353,Recycling tons per truckshift - Manhattan 08,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.450400520900835,6.955423157894737,0.01648105760777828
51,Increase the percentage of waste recycled.,354,Recycling tons per truckshift - Manhattan 09,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.738685962406283,7.411675789473684,0.0013816091009728408
51,Increase the percentage of waste recycled.,355,Recycling tons per truckshift - Manhattan 10,Average curbside recycling tons collected by each truck working an eight-hour shift.,9.211114205978118,7.615225263157895,0.02704194060468502
51,Increase the percentage of waste recycled.,356,Recycling tons per truckshift - Manhattan 11,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.166530181051202,6.788196842105263,0.032239594349027616
51,Increase the percentage of waste recycled.,357,Recycling tons per truckshift - Manhattan 12,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.079179515184324,6.796191578947369,0.010924233141816368
51,Increase the percentage of waste recycled.,358,Recycling tons per truckshift - Bronx 01,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.8013244039106775,6.568144210526316,0.032194537311639765
51,Increase the percentage of waste recycled.,359,Recycling tons per truckshift - Bronx 02,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.578218566608852,7.282086315789473,0.01918297314246066
51,Increase the percentage of waste recycled.,360,Recycling tons per truckshift - Bronx 03,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.39083229377474,6.335734736842106,0.0028091036330886413
51,Increase the percentage of waste recycled.,361,Recycling tons per truckshift - Bronx 04,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.73629597386961,7.326727368421052,0.012928120765125938
51,Increase the percentage of waste recycled.,362,Recycling tons per truckshift - Bronx 05,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.740800448728189,7.390112631578948,0.0015064910439590731
51,Increase the percentage of waste recycled.,363,Recycling tons per truckshift - Bronx 06,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.266226318112952,6.922992631578947,0.02965123405088797
51,Increase the percentage of waste recycled.,364,Recycling tons per truckshift - Bronx 07,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.630105476722443,7.3044515789473685,0.017028978526695316
51,Increase the percentage of waste recycled.,365,Recycling tons per truckshift - Bronx 08,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.953502379539246,6.651338947368421,0.0099427312067811
51,Increase the percentage of waste recycled.,366,Recycling tons per truckshift - Bronx 09,Average curbside recycling tons collected by each truck working an eight-hour shift.,8.115338551555618,6.887047368421053,0.026087490908280695
51,Increase the percentage of waste recycled.,367,Recycling tons per truckshift - Bronx 10,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.0072414821120415,5.054405263157895,0.02238993663292329
51,Increase the percentage of waste recycled.,368,Recycling tons per truckshift - Bronx 11,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.1044358433638894,5.8926336842105265,0.0013656984791831862
51,Increase the percentage of waste recycled.,369,Recycling tons per truckshift - Bronx 12,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.658708696672455,5.61619052631579,0.002805919911088527
51,Increase the percentage of waste recycled.,370,Recycling tons per truckshift - Brooklyn 01,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.603308332197625,5.641637894736842,4.029022209467269e-06
51,Increase the percentage of waste recycled.,371,Recycling tons per truckshift - Brooklyn 02,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.935657658127246,6.615553684210527,0.03360154814479746
51,Increase the percentage of waste recycled.,372,Recycling tons per truckshift - Brooklyn 03,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.599344933681043,5.446045263157894,0.026764087628876176
51,Increase the percentage of waste recycled.,373,Recycling tons per truckshift - Brooklyn 04,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.292362062930318,6.205081052631579,0.017267783888763256
51,Increase the percentage of waste recycled.,374,Recycling tons per truckshift - Brooklyn 05,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.683617433461816,4.726867368421052,0.00016870366598057527
51,Increase the percentage of waste recycled.,375,Recycling tons per truckshift - Brooklyn 06,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.586857109344986,5.56434,0.014030757877125153
51,Increase the percentage of waste recycled.,376,Recycling tons per truckshift - Brooklyn 07,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.053274286804246,5.879826315789473,0.02079017997650022
51,Increase the percentage of waste recycled.,377,Recycling tons per truckshift - Brooklyn 08,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.210256226181153,6.095998947368422,0.03137063149929513
51,Increase the percentage of waste recycled.,378,Recycling tons per truckshift - Brooklyn 09,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.407908843502202,6.3008463157894745,0.0026161490114906386
51,Increase the percentage of waste recycled.,379,Recycling tons per truckshift - Brooklyn 10,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.298402772368319,5.278482105263158,0.017628658554109826
51,Increase the percentage of waste recycled.,380,Recycling tons per truckshift - Brooklyn 11,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.367420696912342,5.319726315789474,0.002690888035458416
51,Increase the percentage of waste recycled.,381,Recycling tons per truckshift - Brooklyn 12,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.2604631132843895,5.300525263157895,0.003722964110018675
51,Increase the percentage of waste recycled.,382,Recycling tons per truckshift - Brooklyn 13,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.9591294572399995,5.729535789473684,0.013091187134336893
51,Increase the percentage of waste recycled.,383,Recycling tons per truckshift - Brooklyn 14,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.46840313577078,5.43148947368421,0.014582800021831549
51,Increase the percentage of waste recycled.,384,Recycling tons per truckshift - Brooklyn 15,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.415542646735462,4.568175789473684,0.0003229853314216893
51,Increase the percentage of waste recycled.,385,Recycling tons per truckshift - Brooklyn 16,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.467618165223296,5.373926315789474,0.02161158939206224
51,Increase the percentage of waste recycled.,386,Recycling tons per truckshift - Brooklyn 17,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.734734063223251,4.7991600000000005,0.022162268510126808
51,Increase the percentage of waste recycled.,387,Recycling tons per truckshift - Brooklyn 18,Average curbside recycling tons collected by each truck working an eight-hour shift.,4.770139091534,4.033662105263158,0.03281558576900918
51,Increase the percentage of waste recycled.,388,Recycling tons per truckshift - Queens 01,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.95725693543939,5.760793684210526,0.010316623010040448
51,Increase the percentage of waste recycled.,389,Recycling tons per truckshift - Queens 02,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.195831058603514,6.104838947368421,0.01167201016281073
51,Increase the percentage of waste recycled.,390,Recycling tons per truckshift - Queens 03,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.083530720999551,6.095272631578947,0.0018296033198668385
51,Increase the percentage of waste recycled.,391,Recycling tons per truckshift - Queens 04,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.28525367470289,6.107533684210526,0.022414785814745545
51,Increase the percentage of waste recycled.,392,Recycling tons per truckshift - Queens 05,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.184573509491268,5.30356,0.0024721651879383794
51,Increase the percentage of waste recycled.,393,Recycling tons per truckshift - Queens 06,Average curbside recycling tons collected by each truck working an eight-hour shift.,7.37103539218182,6.214502105263158,0.031014245272017273
51,Increase the percentage of waste recycled.,394,Recycling tons per truckshift - Queens 07,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.955769344047743,5.024436842105263,0.03381682348957922
