task_id,task_type,description,pre_tasks,requirements,affected_factors
266,Type A,Description task 266,"[56, 89]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 5), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 3)]"
267,Type C,Description task 267,"[26, 348, 160]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 5), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 1)]"
268,Type A,Description task 268,"[45, 23, 85, 426, 317, 243]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 4)]"
269,Type B,Description task 269,[5],"{""certificates"": [""CHFI""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 3)]"
270,Type B,Description task 270,"[103, 95, 292, 311, 23, 409]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 1)]"
271,Type C,Description task 271,"[343, 301, 418, 232, 183]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 1)]"
272,Type C,Description task 272,"[491, 105, 228]","{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 1)]"
273,Type A,Description task 273,"[316, 395, 409, 9]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 5)]"
274,Type B,Description task 274,"[119, 191, 325, 235]","{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 2)]"
275,Type C,Description task 275,"[177, 220]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 2)]"
276,Type B,Description task 276,"[457, 72, 428, 123, 453]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 1), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 3)]"
277,Type C,Description task 277,"[388, 317, 269, 97]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 1)]"
278,Type C,Description task 278,"[435, 277, 68, 390, 304, 129]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 3)]"
279,Type C,Description task 279,"[259, 486, 271, 201, 136]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 3)]"
280,Type B,Description task 280,"[194, 151, 136, 316, 459, 377]","{""certificates"": [""CISSP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 5)]"
281,Type C,Description task 281,"[379, 362]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 4)]"
282,Type B,Description task 282,"[15, 245, 477, 54]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 4)]"
283,Type B,Description task 283,"[379, 465, 70, 491, 263, 471]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 4)]"
284,Type B,Description task 284,"[192, 21]","{""certificates"": [""OSCE""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 1)]"
285,Type B,Description task 285,"[169, 309, 370, 92]","{""certificates"": [""CEH""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 4), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 1)]"
286,Type A,Description task 286,[272],"{""certificates"": [""OSCP""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 5), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 1)]"
287,Type A,Description task 287,"[324, 282, 283]","{""certificates"": [""CHFI""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 1)]"
288,Type A,Description task 288,"[6, 392, 185, 161, 170]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 1), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 1)]"
289,Type B,Description task 289,"[432, 417, 253]","{""certificates"": [""CEH""], ""majors"": ""DS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 2), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 4)]"
290,Type A,Description task 290,"[474, 175, 97, 58, 194]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 4)]"
291,Type A,Description task 291,"[73, 452, 261]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 5)]"
292,Type C,Description task 292,[107],"{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 2)]"
293,Type C,Description task 293,"[229, 341]","{""certificates"": [""OSCP""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 1)]"
294,Type A,Description task 294,[113],"{""certificates"": [""OSCE""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 3)]"
295,Type A,Description task 295,"[421, 420, 383, 128, 50]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 2)]"
296,Type C,Description task 296,"[19, 417, 153, 377]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 1)]"
297,Type C,Description task 297,"[251, 493, 10, 392, 253]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 5)]"
298,Type C,Description task 298,"[446, 85, 2]","{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 1)]"
299,Type A,Description task 299,"[500, 107, 471, 470, 490, 331]","{""certificates"": [""CEH""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 3), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 1)]"
300,Type B,Description task 300,"[166, 439, 59, 301, 4]","{""certificates"": [""CEH""], ""majors"": ""CS"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 5)]"
301,Type C,Description task 301,"[209, 275, 283, 374, 125]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 1), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 1)]"
302,Type C,Description task 302,"[172, 419, 12, 134, 29, 170]","{""certificates"": [""OSCP""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 3)]"
303,Type C,Description task 303,"[73, 173]","{""certificates"": [""CISSP""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 5)]"
304,Type A,Description task 304,"[472, 30, 284]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 3)]"
305,Type B,Description task 305,[380],"{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 4), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 2)]"
306,Type A,Description task 306,"[77, 3, 159, 318]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 4)]"
307,Type A,Description task 307,"[149, 141, 418, 226]","{""certificates"": [""CEH""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 3)]"
308,Type B,Description task 308,"[173, 159, 31]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 2), (20, 'Environment', 2)]"
309,Type C,Description task 309,"[453, 403, 157, 8, 474]","{""certificates"": [""OSCP""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 4), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 3)]"
310,Type A,Description task 310,"[97, 492]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 2)]"
311,Type C,Description task 311,"[472, 435, 257, 133]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 4)]"
